사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-09,경원선,369,지행,68,0,"4,189",668,"9,026","2,337","18,196","4,594","15,605","10,554","9,853","5,217","7,521","4,174","7,176","5,226","7,057","6,527","7,599","6,600","6,623","6,082","6,622","7,081","6,784","8,373","7,726","12,878","9,770","14,658","5,403","14,868","4,734","10,691","3,867","7,460","2,629","7,026","1,497","4,162",121,"1,588",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경원선,370,동두천중앙,42,0,"2,382",596,"4,312","2,129","7,408","3,675","7,009","8,567","4,947","3,753","4,290","3,273","4,071","3,857","4,240","3,882","4,270","4,009","3,979","3,377","3,991","4,012","3,930","4,031","5,289","5,033","6,167","4,894","2,770","5,632","1,766","4,063","1,185","2,749",751,"2,486",327,"1,513",9,516,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경원선,371,보산,31,0,"1,644",383,"2,338",847,"4,331","2,065","3,082","2,337","2,605","1,544","2,071","1,155","2,013","1,540","1,999","1,544","1,918","1,705","1,876","1,695","1,838","1,889","2,453","2,185","3,036","2,425","2,510","3,095","1,479","3,722","1,127","2,533",619,"1,869",382,"1,454",183,789,5,263,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경원선,372,동두천,27,3,755,574,"2,430","2,813","4,158","7,436","4,409","5,061","2,910","2,724","2,731","2,851","2,432","2,933","1,952","2,455","2,436","2,265","2,374","2,829","2,737","2,653","2,811","2,486","3,329","2,489","4,100","3,821","2,238","3,594","1,267","2,712",538,"2,040",359,"1,302",123,909,1,299,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경원선,373,소요산,118,2,644,718,"1,146","1,986","3,848","3,392","3,091","3,742","3,883","4,945","3,082","6,783","4,068","9,687","5,685","9,645","7,128","7,922","9,649","6,800","11,847","4,686","12,249","3,656","8,617","2,718","5,623","1,930","2,459","1,400","1,552","1,191",804,943,318,917,123,696,5,312,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,280,산본,747,4,"7,613","1,764","20,469","5,916","48,240","12,791","44,351","24,853","20,292","17,548","15,389","15,087","15,130","13,670","16,548","15,229","16,334","17,321","15,616","17,833","16,458","18,879","17,817","21,428","20,182","29,791","25,261","50,335","16,630","47,431","13,137","25,288","12,540","19,762","9,626","14,176","3,070","9,361",400,"1,710",1,2,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,281,대야미,7,0,"2,110","1,160","6,512","4,230","14,421","4,869","15,222","7,781","7,661","4,292","5,600","4,001","5,096","3,950","5,320","4,106","5,785","3,762","5,632","4,353","6,281","5,082","7,135","6,227","7,771","8,062","8,808","12,484","5,197","10,493","3,780","6,546","2,845","5,670","1,540","4,736",677,"2,758",87,462,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,282,반월,38,0,"3,025",896,"6,601","2,576","14,832","3,291","13,072","6,133","8,009","3,227","5,586","3,009","4,933","3,415","4,916","3,508","4,969","3,885","4,488","4,315","4,324","5,503","5,249","6,218","6,097","8,172","6,191","12,508","3,798","10,334","2,760","7,294","1,929","6,042","1,102","4,526",464,"2,832",103,484,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,283,상록수,528,12,"13,902","2,694","30,268","7,826","64,600","12,051","59,185","17,905","28,453","12,389","19,578","9,559","16,915","10,424","17,889","11,700","16,466","14,007","14,917","14,395","14,244","16,717","16,092","21,419","19,852","31,613","19,691","57,215","13,318","51,165","10,206","32,664","8,801","28,555","5,677","19,988","2,067","12,141",221,"2,455",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,284,한대앞,213,10,"5,776",788,"13,485","3,712","24,549","6,196","20,227","12,464","10,871","8,291","8,784","6,678","9,020","6,683","9,315","7,358","8,811","8,118","8,566","8,361","8,508","9,395","9,805","11,531","11,831","14,881","13,065","23,887","7,044","20,506","6,105","13,342","5,653","10,253","4,067","8,522","1,508","5,178",88,"1,218",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,285,중앙,206,2,"6,126",799,"20,363","6,529","42,771","10,126","33,310","26,322","15,168","20,321","13,193","13,305","14,077","13,096","16,277","16,282","16,458","18,322","16,490","18,862","17,585","18,678","20,239","21,361","25,065","29,377","27,614","47,588","17,863","41,438","17,874","23,108","16,336","20,386","11,985","14,335","4,549","9,669",240,"2,886",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,286,고잔,279,9,"4,223",784,"10,523","3,725","24,846","10,738","17,177","22,576","9,817","10,962","8,603","7,471","8,967","6,565","8,308","7,151","7,997","8,197","8,213","8,370","9,639","7,536","10,525","8,035","15,073","11,283","17,920","18,512","7,523","15,415","5,354","10,278","4,943","8,128","3,321","6,417","1,406","4,932",114,"1,484",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,287,초지,287,1,"2,439",410,"6,656","3,703","15,241","7,924","10,667","9,948","5,647","3,401","3,861","2,539","3,817","2,719","4,051","3,327","3,859","3,617","3,532","3,614","3,594","4,159","4,472","4,006","6,786","6,526","9,069","11,410","4,127","10,736","3,038","6,888","2,501","5,526","1,430","4,050",462,"2,580",25,919,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,288,안산,"1,702",8,"10,326","1,089","11,284","14,655","18,193","35,026","17,859","28,984","13,883","11,997","10,825","11,010","11,294","10,968","12,477","11,672","13,527","11,782","13,167","11,433","14,863","12,469","17,144","13,251","34,726","17,863","38,276","21,218","20,280","18,826","18,569","13,214","11,213","11,958","4,167","7,466","1,158","4,007",45,"1,289",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,289,신길온천,34,0,"1,676",77,"3,112","1,232","5,243","3,362","4,309","2,296","2,464","1,149","1,945","1,295","1,612","1,225","1,732","1,292","1,682","1,214","1,571","1,463","1,657","1,779","1,961","2,043","2,953","2,694","3,146","4,119","1,594","3,738","1,162","2,317",787,"1,975",271,"1,390",136,"1,050",10,355,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,290,정왕,290,5,"5,226",287,"8,139","9,826","14,148","22,488","10,695","23,206","7,538","14,811","7,149","9,674","7,136","8,039","9,172","8,822","9,799","8,533","9,120","8,938","10,697","8,741","14,655","8,112","20,114","11,826","23,535","14,642","12,072","12,517","8,603","9,420","6,366","8,584","3,163","6,127","1,089","4,058",21,"1,356",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,291,오이도,230,2,"5,436",162,"12,975","6,203","27,609","12,221","19,695","13,373","10,133","6,399","8,073","6,680","8,088","7,838","8,961","8,974","9,246","9,638","8,771","9,968","9,951","11,395","11,054","11,385","16,046","15,029","17,367","22,581","10,274","20,230","8,349","11,972","7,346","11,126","4,588","8,514","1,341","6,235",5,"2,235",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,안산선,292,수리산,10,3,"2,919",642,"7,864","1,568","16,649","3,353","15,582","4,308","8,132","2,843","5,188","3,629","4,455","2,801","4,583","2,972","4,565","2,943","3,987","3,072","4,019","3,869","4,191","4,522","4,309","6,178","4,512","10,492","2,527","9,774","1,606","5,859","1,293","4,816",831,"4,014",290,"2,294",28,365,1,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,230,선바위,1,0,"1,100","1,183","5,430","8,261","15,837","19,497","20,443","23,110","12,728","13,379","7,302","6,481","6,420","5,740","7,159","6,324","7,715","5,679","7,721","5,629","8,516","6,592","10,804","7,056","19,686","10,502","27,555","15,434","14,296","12,723","8,403","7,430","6,625","6,590","3,443","5,035",976,"3,183",7,125,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,231,경마공원,0,0,227,329,711,"1,553","1,774","2,048","2,240","4,911","1,686","1,581","1,209","1,031","1,168","1,116","1,037","1,045","1,399","1,031","1,538","1,048","1,472","1,051","1,612","1,535","3,671","1,647","4,376","2,030","1,051","1,586",565,"1,020",483,875,220,548,86,437,8,13,1,1,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,232,대공원,3,0,56,334,190,"3,372",867,"3,919","1,122","7,144","1,366","8,517","1,684","9,951","2,413","6,378","3,542","4,922","4,039","5,669","5,277","5,539","6,692","3,708","8,382","2,802","9,128","1,736","8,992","1,388","4,838",830,"2,511",503,"1,663",412,354,218,165,142,1,3,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,233,과천,4,0,"1,313",713,"5,315","9,721","15,581","3,788","15,144","6,557","8,247","3,598","5,290","2,979","4,774","3,138","5,300","3,630","5,569","3,597","5,423","3,754","6,062","4,199","9,906","5,389","10,210","6,909","6,510","12,480","3,289","10,979","1,904","5,962","1,345","5,442",897,"4,441",306,"2,896",5,106,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,234,정부과천청사,31,15,"1,451","1,537","4,727","9,961","12,209","18,525","11,690","50,349","7,819","13,209","5,873","7,854","6,397","6,049","7,106","6,548","7,696","6,879","8,658","6,865","10,085","6,552","15,864","7,459","24,355","9,642","40,111","13,632","11,615","11,862","8,873","6,338","6,990","5,388","3,615","4,022",968,"2,479",10,90,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,235,인덕원,106,0,"7,412","2,332","22,697","10,684","65,962","29,775","57,249","90,892","29,732","30,777","20,162","15,374","18,551","14,234","20,477","14,563","21,245","17,040","19,874","17,991","21,476","20,076","25,955","23,967","39,501","35,607","69,856","60,496","26,324","55,698","19,331","29,669","17,964","26,028","10,034","20,952","2,902","12,160",30,"1,064",1,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,236,평촌,21,0,"3,246","2,239","16,853","8,705","46,190","29,073","37,349","74,491","19,084","28,103","13,585","12,586","12,792","10,703","13,204","11,189","13,023","14,444","13,718","12,348","16,338","11,998","18,976","15,289","32,998","21,601","55,303","37,218","22,420","36,509","16,626","18,696","14,558","14,287","10,643","11,831","3,014","5,647",25,"1,169",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,과천선,237,범계,99,4,"6,117","2,872","25,410","10,335","69,679","18,316","57,261","49,547","28,155","37,005","20,257","23,321","21,370","20,061","23,526","20,365","23,430","26,056","23,211","23,793","25,985","25,083","30,489","29,303","37,742","41,712","49,865","66,365","28,974","60,677","30,968","28,740","23,176","23,500","16,638","18,148","5,190","9,116",148,"1,902",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,143,선릉,20,0,"1,005","1,044","1,818","10,755","3,480","38,954","4,911","111,168","4,527","72,163","5,512","28,012","7,065","17,264","8,393","14,958","9,490","16,455","10,953","14,077","14,269","12,354","22,497","12,412","38,294","13,835","65,130","16,986","28,476","10,398","16,710","5,046","14,633","4,143","10,809","3,021","2,638","2,160",67,367,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,144,한티,7,0,"1,432",936,"5,876","7,674","15,187","18,857","17,596","41,157","10,755","34,571","8,435","19,363","10,150","14,314","12,697","15,922","13,810","19,952","13,928","14,527","16,997","14,655","21,334","15,926","29,710","22,709","36,647","26,446","23,260","19,294","25,621","10,144","14,980","8,558","16,519","6,045","2,676","3,413",83,245,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,145,도곡,14,1,964,901,"2,578","5,297","6,103","13,112","9,047","22,037","5,919","15,845","4,985","6,872","5,359","5,447","6,152","5,686","7,070","6,548","7,268","5,836","9,477","5,597","11,456","5,887","16,552","7,734","19,803","10,296","9,937","8,416","6,500","4,780","5,942","4,088","3,713","3,109",765,"2,033",8,279,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,146,구룡,4,0,289,318,"1,003","3,360","2,239","5,673","2,657","4,578","1,817","2,289","1,570","1,310","2,235","1,107","1,717","1,293","1,931","1,510","1,895","1,464","2,236","1,567","4,768","1,386","4,667","1,806","3,301","2,524","1,410","2,113",917,"1,231","1,804","1,118",466,936,109,645,0,32,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,147,개포동,3,0,622,860,"2,347","3,758","6,911","4,428","6,938","7,490","3,997","4,929","3,240","3,148","2,982","2,509","3,464","2,938","3,791","3,206","3,980","3,145","3,953","3,610","5,483","3,850","6,707","5,461","6,629","8,266","4,018","6,710","2,833","3,745","2,692","3,276","1,921","2,701",622,"1,592",6,59,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,148,대모산입구,11,0,"1,887","1,321","3,013","9,661","7,110","4,008","8,197","7,103","5,368","4,259","3,598","2,424","3,583","2,414","3,880","2,719","3,460","2,642","3,246","2,897","3,919","3,525","6,835","3,674","9,712","4,407","7,000","6,090","2,947","5,167","1,765","3,215","1,244","2,810",838,"2,254",294,"1,439",3,111,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,149,수서,46,0,"3,186","2,568","5,742","9,947","18,938","20,627","27,950","36,464","17,495","20,327","13,969","13,549","11,724","10,469","13,957","12,713","13,766","13,175","12,175","12,651","16,050","14,230","19,527","17,035","25,672","21,418","33,192","31,111","15,914","23,486","14,991","15,203","9,937","12,276","8,548","8,798","3,563","3,987",6,583,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,150,복정,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,313,수원,726,6,"4,348",426,"6,854","2,501","19,716","5,957","20,953","9,022","10,321","7,029","6,872","4,722","6,687","5,836","7,203","6,498","7,694","6,959","7,829","7,443","8,581","7,167","9,612","9,530","12,229","13,264","15,692","17,632","10,883","13,997","10,134","7,615","8,334","6,459","5,984","4,432","2,120","2,541",26,641,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,314,서울숲,122,1,"2,077",463,"4,622","9,447","11,459","10,883","17,796","31,494","12,198","17,723","5,933","8,895","5,372","7,920","6,438","8,856","6,971","10,822","7,812","11,344","10,164","11,918","16,739","11,437","22,685","14,411","32,539","19,717","16,964","14,532","11,339","7,594","10,054","6,374","6,380","4,814","1,620","2,534",26,571,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,315,압구정로데오,67,0,"1,493",687,"2,958","9,115","4,292","19,498","5,661","57,619","5,068","81,785","5,725","39,622","8,396","26,348","11,152","23,406","13,332","22,725","17,058","20,688","21,728","19,766","27,844","19,743","43,529","23,895","65,043","28,813","51,487","16,889","44,269","6,385","29,528","4,381","15,152","2,977","4,181","1,622",72,339,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,316,강남구청,5,0,966,567,"2,225","3,918","5,235","13,383","7,298","45,458","6,094","33,296","5,355","15,764","6,319","9,920","7,236","10,018","8,256","10,667","9,536","10,239","10,785","9,672","12,379","9,474","20,965","11,768","39,874","15,133","20,560","9,889","11,596","5,445","10,554","4,336","6,148","3,092","1,789","1,852",31,442,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,317,선정릉,6,0,855,771,"1,835","4,468","3,744","10,970","5,796","44,537","4,612","37,003","3,912","12,633","4,422","6,687","5,037","6,268","5,906","6,539","7,493","6,190","8,906","5,854","11,093","5,876","19,028","6,876","38,264","7,999","20,630","5,415","10,190","3,245","9,005","3,032","5,503","2,251","1,344","1,361",29,288,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,318,가천대,22,2,"4,620",658,"5,930","2,668","15,607","4,756","18,817","13,460","10,967","8,225","6,501","6,045","5,962","5,470","6,807","7,169","6,601","7,614","6,781","7,271","7,766","8,400","9,839","9,698","14,213","13,368","10,583","19,707","6,324","16,991","4,523","11,729","4,216","11,973","3,335","9,726","1,451","6,076",40,459,0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,319,태평,228,12,"14,374","1,533","17,795","5,115","35,440","7,543","53,805","15,047","32,239","10,305","17,420","9,697","14,452","10,842","14,585","11,523","14,589","12,315","14,053","14,134","13,096","19,889","13,815","20,930","15,993","27,305","16,271","39,506","8,837","29,030","6,944","20,578","4,982","23,291","3,705","14,981","1,197","7,745",44,540,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,320,모란,376,8,"14,005","3,103","19,080","9,228","44,970","19,020","57,332","29,610","39,313","22,159","25,358","21,957","25,229","22,542","25,520","23,329","25,079","24,715","24,410","27,673","27,789","32,577","26,153","31,443","28,056","35,952","33,316","50,700","19,765","39,139","13,628","28,239","11,612","26,153","7,849","17,505","3,320","10,884",130,798,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,321,야탑,112,4,"6,270","2,712","15,717","12,255","44,368","32,485","51,837","76,798","31,645","41,234","23,590","23,818","24,079","20,940","25,713","25,121","25,024","27,120","26,552","26,831","29,764","27,857","33,712","30,830","45,069","39,902","66,064","57,494","31,513","46,978","23,066","27,879","20,757","21,921","13,208","18,296","4,195","9,771",156,"1,196",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,322,서현,273,8,"3,920","2,596","10,272","9,741","26,724","32,051","32,007","66,318","21,700","50,393","18,354","27,648","20,977","23,961","23,557","24,310","25,082","27,787","28,324","27,682","31,445","27,047","33,320","29,170","49,387","36,380","65,361","48,556","36,849","38,421","39,002","20,298","26,795","15,817","17,872","11,965","6,315","6,876",305,725,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,323,수내,102,0,"2,022","1,660","5,631","6,074","14,085","13,496","17,720","40,425","10,994","35,248","8,600","17,040","9,686","12,049","11,770","12,667","12,704","12,954","14,611","13,307","17,111","12,275","17,916","13,494","25,723","16,437","37,563","22,644","21,012","17,410","21,590","9,435","12,957","7,505","9,980","6,268","2,550","3,196",99,456,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,324,정자,288,5,"3,057","1,026","8,075","16,568","21,189","20,060","25,658","47,639","16,853","33,812","11,728","15,282","11,709","11,080","13,082","12,332","13,340","13,678","14,592","13,053","18,093","13,815","22,560","16,751","31,902","22,731","41,491","35,469","24,606","30,074","18,455","16,659","19,791","13,355","14,896","11,061","5,442","5,855",681,"1,449",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,325,미금,547,1,"3,169",767,"9,137","10,362","20,422","17,506","25,895","36,788","18,663","26,613","16,475","15,982","16,974","15,701","17,745","17,134","18,228","19,263","19,454","18,082","23,024","18,332","23,376","20,230","27,643","24,793","31,936","33,054","17,141","27,425","13,628","17,248","13,800","14,537","10,061","11,235","2,709","6,565",79,"1,262",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,326,오리,672,15,"3,274",422,"11,597","6,696","24,437","12,737","25,639","28,619","16,195","15,585","11,316","9,257","10,962","8,390","11,809","9,860","12,439","9,049","12,137","9,791","13,309","9,928","14,799","11,251","20,389","13,538","28,429","20,430","13,105","18,025","9,362","11,642","8,352","9,224","5,520","7,298","1,983","4,681",88,"1,049",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,327,이매,73,3,"2,169",831,"5,260","3,014","11,808","6,417","11,887","11,056","7,681","5,748","5,325","4,024","5,523","4,028","5,469","4,537","5,742","4,806","5,949","4,777","5,815","5,435","7,387","6,218","11,041","8,452","10,277","11,582","5,299","9,581","3,372","5,869","2,946","5,122","2,208","4,582",666,"2,553",55,432,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,분당선,328,보정,18,2,726,78,"2,342","1,201","6,883","2,351","7,315","5,101","4,409","1,592","2,788","1,040","2,442","1,318","2,370","1,555","2,473","1,584","2,401","1,694","2,661","2,176","3,499","2,643","3,073","3,224","3,031","5,107","1,477","4,321","1,096","2,767",923,"2,385",695,"2,140",236,"1,364",10,80,0,0,0,0,0,0,2020-10-03 09:02:33
